time,wx,wy,wz
0.5489909648895264,1.74,1.63,-0.1
0.5846121311187744,1.69,0.86,-0.05
0.5848090648651123,1.69,0.86,-0.05
0.5849599838256836,1.69,0.86,-0.05
0.5883939266204834,1.35,0.49,-0.05
0.5990500450134277,0.96,0.28,-0.09
0.6090681552886963,0.63,0.14,-0.15
0.6187078952789307,0.41,-0.0,-0.18
0.6291601657867432,0.29,-0.13,-0.19
0.6391580104827881,0.23,-0.11,-0.15
0.6486198902130127,0.28,0.14,-0.1
0.6840610504150391,0.74,0.45,-0.01
0.6842329502105713,0.74,0.45,-0.01
0.6843760013580322,0.74,0.45,-0.01
0.6882209777832031,0.85,0.08,0.05
0.698693037033081,0.9,-0.52,0.18
0.7087290287017822,0.95,-1.06,0.24
0.7186400890350342,0.99,-1.21,0.23
0.7288148403167725,1.03,-1.17,0.25
0.7391068935394287,1.04,-0.96,0.27
0.7483141422271729,1.03,-0.66,0.25
0.7611470222473145,0.99,-0.33,0.2
0.7830450534820557,0.75,0.36,0.25
0.783221960067749,0.75,0.36,0.25
0.7879068851470947,0.36,0.56,0.43
0.7977049350738525,-0.15,0.26,0.71
0.8077919483184814,-0.6,-0.37,1.03
0.8178088665008545,-0.75,-1.22,1.09
0.82771897315979,-0.43,-2.01,0.63
0.8378498554229736,0.31,-2.28,-0.03
0.8474700450897217,1.19,-1.73,-0.56
0.8794739246368408,1.76,0.97,-0.47
0.8798010349273682,1.76,0.97,-0.47
0.8801491260528564,1.76,0.97,-0.47
0.8880319595336914,1.14,1.18,-0.72
0.8980329036712646,0.24,1.25,-1.22
0.9081840515136719,-0.74,1.31,-1.68
0.9184539318084717,-1.42,1.2,-1.96
0.9280910491943359,-1.63,0.82,-2.04
0.938668966293335,-1.45,0.18,-1.87
0.9478209018707275,-0.99,-0.42,-1.51
0.9848630428314209,1.16,-0.9,-0.84
0.9850418567657471,1.16,-0.9,-0.84
0.9851930141448975,1.16,-0.9,-0.84
0.9872829914093018,1.84,-0.67,-0.87
0.9974110126495361,2.41,-0.44,-0.89
1.0080249309539795,2.87,-0.18,-0.86
1.0174670219421387,3.22,0.1,-0.77
1.0279819965362549,3.38,0.43,-0.58
1.037898063659668,3.33,0.85,-0.28
1.0476269721984863,3.02,1.15,0.13
1.0823440551757812,0.46,0.82,0.96
1.0825178623199463,0.46,0.82,0.96
1.082671880722046,0.46,0.82,0.96
1.086911916732788,-0.51,0.16,1.0
1.0970418453216553,-1.27,-0.54,0.86
1.1077539920806885,-1.78,-1.43,0.65
1.1169850826263428,-2.08,-2.42,0.46
1.127579927444458,-2.18,-3.15,0.29
1.1377460956573486,-2.09,-3.29,0.21
1.1472828388214111,-1.83,-2.83,0.24
1.1802799701690674,-0.27,0.95,-0.04
1.1804721355438232,-0.27,0.95,-0.04
1.1806180477142334,-0.27,0.95,-0.04
1.1866371631622314,0.29,1.87,-0.28
1.196833848953247,0.66,1.97,-0.46
1.2074029445648193,0.73,1.27,-0.35
1.217170000076294,0.5,0.3,0.02
1.2273380756378174,0.09,-0.61,0.21
1.23785400390625,-0.49,-1.32,0.08
1.247056007385254,-1.24,-1.7,-0.38
1.2798101902008057,-2.79,-0.93,-1.66
1.2799861431121826,-2.79,-0.93,-1.66
1.2801311016082764,-2.79,-0.93,-1.66
1.2862770557403564,-2.68,-0.29,-1.8
1.2964341640472412,-2.39,0.28,-1.9
1.3070318698883057,-2.16,0.78,-1.88
1.3163659572601318,-2.04,1.18,-1.84
1.3273000717163086,-1.86,1.48,-1.97
1.336935043334961,-1.46,1.83,-2.23
1.3466999530792236,-0.74,2.2,-2.4
1.382295846939087,2.62,2.27,-1.08
1.3825039863586426,2.62,2.27,-1.08
1.3826520442962646,2.62,2.27,-1.08
1.3859999179840088,3.57,2.1,-0.52
1.3966729640960693,4.2,2.01,-0.02
1.4065930843353271,4.59,1.92,0.38
1.4166390895843506,4.79,1.87,0.62
1.4261810779571533,4.79,1.85,0.73
1.4368689060211182,4.59,1.87,0.76
1.4461071491241455,4.09,2.05,0.71
1.4795749187469482,1.21,3.13,0.87
1.4797520637512207,1.21,3.13,0.87
1.479943037033081,1.21,3.13,0.87
1.4856469631195068,0.34,3.3,0.94
1.4958178997039795,-0.26,3.21,0.91
1.5064961910247803,-0.66,2.68,0.87
1.5158960819244385,-0.92,1.77,0.86
1.5264561176300049,-1.12,0.69,0.9
1.5364480018615723,-1.31,-0.4,1.02
1.5459520816802979,-1.57,-1.35,1.14
1.581671953201294,-2.56,-2.74,0.4
1.5818650722503662,-2.56,-2.74,0.4
1.582015037536621,-2.56,-2.74,0.4
1.585386037826538,-2.8,-2.5,-0.12
1.595522165298462,-2.96,-2.07,-0.58
1.606086015701294,-3.07,-1.6,-0.88
1.6155331134796143,-3.21,-1.16,-0.96
1.6261050701141357,-3.39,-1.04,-0.92
1.6361539363861084,-3.55,-1.5,-0.99
1.6458661556243896,-3.5,-1.86,-1.35
1.6560509204864502,-3.26,-1.62,-1.71
1.6778690814971924,-2.85,-0.23,-2.4
1.678048849105835,-2.85,-0.23,-2.4
1.6850779056549072,-2.8,0.37,-2.52
1.6954519748687744,-2.66,0.92,-2.65
1.7051951885223389,-2.29,1.3,-2.72
1.7161049842834473,-1.74,1.47,-2.76
1.7256338596343994,-1.21,1.53,-2.73
1.7362139225006104,-0.69,1.39,-2.69
1.7453069686889648,-0.13,1.03,-2.62
1.7766189575195312,1.58,-0.64,-1.85
1.7768008708953857,1.58,-0.64,-1.85
1.7769460678100586,1.58,-0.64,-1.85
1.7847321033477783,2.0,-1.25,-1.43
1.7948670387268066,2.3,-1.75,-1.04
1.8056330680847168,2.52,-2.03,-0.7
1.8147008419036865,2.74,-2.08,-0.45
1.825528860092163,2.94,-1.82,-0.26
1.8355028629302979,3.06,-1.38,-0.06
1.8449549674987793,3.07,-0.82,0.2
1.8793320655822754,2.36,0.61,0.97
1.8795230388641357,2.36,0.61,0.97
1.8796708583831787,2.36,0.61,0.97
1.8844630718231201,1.86,0.64,1.1
1.8951809406280518,1.28,0.48,1.17
1.9052131175994873,0.68,0.22,1.21
1.9147770404815674,0.11,-0.11,1.21
1.9251899719238281,-0.37,-0.47,1.18
1.9351489543914795,-0.77,-0.81,1.09
1.9446680545806885,-1.04,-1.05,1.02
1.9785659313201904,-1.35,-2.05,0.77
1.9787380695343018,-1.35,-2.05,0.77
1.9788858890533447,-1.35,-2.05,0.77
1.9841699600219727,-1.18,-2.28,0.46
1.9949660301208496,-1.0,-2.41,0.09
2.004978895187378,-0.83,-2.28,-0.23
2.0146429538726807,-0.67,-1.9,-0.51
2.0248758792877197,-0.46,-1.45,-0.68
2.035435914993286,-0.27,-0.99,-0.6
2.0445148944854736,-0.12,-0.55,-0.26
2.0794270038604736,-0.17,-0.43,-0.08
2.07961106300354,-0.17,-0.43,-0.08
2.079758882522583,-0.17,-0.43,-0.08
2.083867073059082,-0.6,-0.58,-0.48
2.0946738719940186,-1.22,-0.62,-0.65
2.1047520637512207,-1.81,-0.52,-0.6
2.114135980606079,-2.12,-0.3,-0.62
2.124562978744507,-2.15,0.09,-0.86
2.135035991668701,-1.98,0.55,-1.15
2.144611120223999,-1.55,0.89,-1.44
2.178757905960083,0.75,1.63,-2.05
2.1789309978485107,0.75,1.63,-2.05
2.1790878772735596,0.75,1.63,-2.05
2.183532953262329,1.53,1.99,-1.98
2.1941909790039062,2.26,2.26,-1.65
2.204207181930542,2.93,2.42,-1.17
2.213916063308716,3.52,2.45,-0.7
2.2242159843444824,4.02,2.36,-0.36
2.234551191329956,4.4,2.13,-0.12
2.244033098220825,4.73,1.83,-0.0
2.2756731510162354,5.22,1.15,0.08
2.275846004486084,5.22,1.15,0.08
2.2759921550750732,5.22,1.15,0.08
2.283252000808716,5.14,1.09,0.3
2.29386305809021,4.91,1.28,0.6
2.303960084915161,4.47,1.78,0.84
2.3133859634399414,3.8,2.43,0.96
2.3236911296844482,2.92,3.03,0.96
2.3343260288238525,1.88,3.43,0.87
2.3434221744537354,0.76,3.48,0.74
2.375303030014038,-2.21,2.2,0.42
2.375486135482788,-2.21,2.2,0.42
2.3756301403045654,-2.21,2.2,0.42
2.3830690383911133,-3.06,1.67,0.44
2.3935489654541016,-3.8,1.17,0.51
2.4035909175872803,-4.39,0.63,0.57
2.413455009460449,-4.83,-0.06,0.54
2.423689126968384,-5.15,-1.01,0.46
2.4336588382720947,-5.25,-2.23,0.27
2.443476915359497,-5.08,-3.5,-0.06
2.476747989654541,-4.16,-3.91,-0.8
2.476918935775757,-4.16,-3.91,-0.8
2.477066993713379,-4.16,-3.91,-0.8
2.4828200340270996,-3.96,-2.81,-0.44
2.4933741092681885,-3.54,-1.54,-0.12
2.5032641887664795,-2.89,-0.41,-0.05
2.5130698680877686,-2.13,0.36,-0.26
2.5235869884490967,-1.42,0.58,-0.55
2.5336830615997314,-0.9,0.52,-0.81
2.5432469844818115,-0.47,0.49,-1.07
2.57384991645813,1.17,0.75,-1.56
2.5740230083465576,1.17,0.75,-1.56
2.5741851329803467,1.17,0.75,-1.56
2.5823540687561035,1.86,0.84,-1.34
2.592397928237915,2.57,0.82,-1.08
2.6033480167388916,3.3,0.74,-0.83
2.6125829219818115,3.94,0.68,-0.59
2.623051881790161,4.46,0.71,-0.28
2.633090019226074,4.86,0.83,0.09
2.6431710720062256,5.17,0.98,0.52
2.674448013305664,5.48,0.89,1.55
2.6746208667755127,5.48,0.89,1.55
2.6747660636901855,5.48,0.89,1.55
2.682141065597534,5.28,0.68,1.73
2.6927599906921387,4.81,0.5,1.85
2.7026069164276123,4.06,0.38,1.95
2.7123780250549316,3.06,0.29,2.09
2.7227041721343994,1.95,0.25,2.24
2.733018159866333,0.79,0.3,2.4
2.7424728870391846,-0.36,0.39,2.5
2.774543046951294,-3.34,0.27,2.29
2.7747139930725098,-3.34,0.27,2.29
2.774862051010132,-3.34,0.27,2.29
2.7817130088806152,-4.15,0.15,2.12
2.7925031185150146,-4.76,-0.09,1.88
2.8025190830230713,-5.12,-0.43,1.6
2.8117411136627197,-5.18,-0.85,1.31
2.8223941326141357,-5.01,-1.18,1.07
2.832512140274048,-4.67,-1.35,0.85
2.8418571949005127,-4.29,-1.37,0.57
2.8759539127349854,-3.62,0.09,-0.46
2.876155138015747,-3.62,0.09,-0.46
2.876304864883423,-3.62,0.09,-0.46
2.881376028060913,-3.61,1.05,-0.56
2.892251968383789,-3.75,1.66,-0.4
2.9022738933563232,-4.0,1.61,-0.09
2.9115731716156006,-4.29,1.1,0.08
2.9223439693450928,-4.52,0.43,-0.01
2.9325110912323,-4.59,-0.22,-0.35
2.942301034927368,-4.42,-0.86,-0.77
2.9732539653778076,-3.06,-1.39,-0.97
2.9734389781951904,-3.06,-1.39,-0.97
2.973585844039917,-3.06,-1.39,-0.97
2.981466054916382,-2.42,-0.95,-0.98
2.9911739826202393,-1.88,-0.31,-0.98
3.0023019313812256,-1.48,0.4,-0.9
3.011695146560669,-1.12,0.91,-0.81
3.021713972091675,-0.59,1.05,-0.82
3.0319130420684814,0.16,0.97,-0.88
3.0413029193878174,1.09,0.77,-0.93
3.074864149093628,4.25,0.13,-0.77
3.07507586479187,4.25,0.13,-0.77
3.075227975845337,4.25,0.13,-0.77
3.080749034881592,5.21,0.36,-0.5
3.091593027114868,6.09,0.73,-0.18
3.101598024368286,6.81,1.05,0.08
3.111138105392456,7.23,1.19,0.25
3.1216189861297607,7.25,1.12,0.31
3.131556987762451,6.83,0.92,0.28
3.1412580013275146,5.97,0.74,0.21
3.171674966812134,1.47,0.63,0.25
3.1718499660491943,1.47,0.63,0.25
3.171998977661133,1.47,0.63,0.25
3.180615186691284,-0.02,0.43,0.3
3.190592050552368,-1.19,0.04,0.33
3.2014000415802,-2.1,-0.42,0.4
3.211089849472046,-2.76,-0.93,0.49
3.2209908962249756,-3.16,-1.48,0.54
3.2312710285186768,-3.28,-2.07,0.47
3.2407760620117188,-3.2,-2.59,0.33
3.2727339267730713,-2.34,-2.76,-0.01
3.2729079723358154,-2.34,-2.76,-0.01
3.2730560302734375,-2.34,-2.76,-0.01
3.2803750038146973,-1.98,-2.22,-0.02
3.2903590202331543,-1.6,-1.44,-0.03
3.300920009613037,-1.27,-0.6,-0.13
3.310417890548706,-1.09,0.26,-0.31
3.3207600116729736,-1.06,0.95,-0.42
3.330615997314453,-1.06,1.3,-0.3
3.3405330181121826,-0.89,1.14,-0.07
3.375092029571533,0.05,-0.5,-0.26
3.3752670288085938,0.05,-0.5,-0.26
3.3754231929779053,0.05,-0.5,-0.26
3.3799169063568115,-0.32,-0.57,-0.36
3.3900139331817627,-0.84,-0.59,-0.38
3.400913953781128,-1.28,-0.57,-0.54
3.410490036010742,-1.48,-0.33,-0.93
3.4202699661254883,-1.42,0.2,-1.39
3.4304280281066895,-1.05,0.77,-1.75
3.4400250911712646,-0.4,1.19,-1.92
3.47173810005188,1.72,2.03,-1.84
3.4719221591949463,1.72,2.03,-1.84
3.47206711769104,1.72,2.03,-1.84
3.479503870010376,2.22,2.21,-1.48
3.4897830486297607,2.62,2.24,-1.1
3.5007131099700928,2.9,2.06,-0.78
3.5096681118011475,3.04,1.72,-0.54
3.520177125930786,3.05,1.3,-0.36
3.5302979946136475,2.98,0.79,-0.22
3.539942979812622,2.86,0.28,-0.13
3.5724918842315674,2.14,-0.59,0.07
3.572683095932007,2.14,-0.59,0.07
3.5728280544281006,2.14,-0.59,0.07
3.579267978668213,1.8,-0.34,0.21
3.5894429683685303,1.38,0.22,0.42
3.5999629497528076,0.89,0.96,0.64
3.609483003616333,0.32,1.69,0.87
3.6198599338531494,-0.27,2.11,1.05
3.6310150623321533,-0.8,2.17,1.17
3.6396520137786865,-1.34,2.0,1.29
3.650256872177124,-1.86,1.63,1.46
3.6758720874786377,-2.65,0.42,1.81
3.6760480403900146,-2.65,0.42,1.81
3.6790058612823486,-2.86,-0.29,1.94
3.689081907272339,-2.97,-0.9,2.02
3.6997010707855225,-3.05,-1.23,2.03
3.709136962890625,-3.01,-1.22,1.91
3.7197539806365967,-2.84,-0.92,1.63
3.7297189235687256,-2.5,-0.5,1.25
3.7393009662628174,-1.95,-0.31,0.8
3.77173113822937,-0.6,-0.45,0.29
3.7719171047210693,-0.6,-0.45,0.29
3.7720680236816406,-0.6,-0.45,0.29
3.778676986694336,-0.28,-0.45,0.35
3.788633108139038,0.08,-0.56,0.24
3.799582004547119,0.34,-0.56,-0.19
3.809094190597534,0.25,-0.37,-0.68
3.8190271854400635,-0.17,-0.15,-0.96
3.8294131755828857,-0.59,-0.03,-1.07
3.8391830921173096,-0.81,-0.03,-1.27
3.8699560165405273,-1.07,0.58,-1.88
3.870131015777588,-1.07,0.58,-1.88
3.870277166366577,-1.07,0.58,-1.88
3.8783528804779053,-0.97,0.55,-1.8
3.888695001602173,-0.76,0.37,-1.7
3.8991339206695557,-0.56,0.19,-1.59
3.9085500240325928,-0.37,0.07,-1.48
3.918894052505493,-0.15,-0.01,-1.37
3.9291980266571045,0.09,-0.05,-1.27
3.9388389587402344,0.38,-0.06,-1.17
3.971040964126587,1.74,-0.07,-0.88
3.9712140560150146,1.74,-0.07,-0.88
3.9713640213012695,1.74,-0.07,-0.88
3.978065013885498,2.29,-0.15,-0.84
3.988797903060913,2.76,-0.2,-0.8
3.9988980293273926,3.13,-0.15,-0.74
4.008210897445679,3.4,-0.04,-0.63
4.018769979476929,3.55,0.14,-0.49
4.028741121292114,3.54,0.45,-0.32
4.038510084152222,3.35,0.92,-0.12
4.0710718631744385,1.88,2.29,0.77
4.071249008178711,1.88,2.29,0.77
4.071407079696655,1.88,2.29,0.77
4.077746152877808,1.22,2.4,1.09
4.0885279178619385,0.58,2.27,1.37
4.098556995391846,-0.01,1.95,1.62
4.107834100723267,-0.56,1.44,1.82
4.118474006652832,-1.1,0.76,1.97
4.128557920455933,-1.68,-0.01,2.06
4.137892961502075,-2.26,-0.79,2.08
4.150848150253296,-2.79,-1.48,2.0
4.17339301109314,-3.62,-2.33,1.35
4.1735680103302,-3.62,-2.33,1.35
4.177501916885376,-3.95,-2.23,0.85
4.187438011169434,-4.19,-1.85,0.45
4.1982338428497314,-4.33,-1.32,0.28
4.207349061965942,-4.33,-0.7,0.27
4.218152046203613,-4.06,-0.02,0.22
4.228277921676636,-3.44,0.52,-0.08
4.238093137741089,-2.65,0.82,-0.69
4.271826982498169,-0.95,-0.72,-1.35
4.2720019817352295,-0.95,-0.72,-1.35
4.272148847579956,-0.95,-0.72,-1.35
4.277191877365112,-0.56,-1.03,-1.54
4.287109136581421,-0.15,-0.96,-1.87
4.2979981899261475,0.29,-0.54,-2.08
4.307700872421265,0.82,0.11,-2.03
4.317777872085571,1.52,0.76,-1.8
4.327697992324829,2.37,1.21,-1.55
4.337244033813477,3.28,1.53,-1.34
4.368489027023315,5.21,1.97,-0.57
4.36866307258606,5.21,1.97,-0.57
4.36880898475647,5.21,1.97,-0.57
4.377004861831665,5.44,1.9,-0.2
4.387027978897095,5.51,1.66,0.07
4.397503137588501,5.46,1.32,0.29
4.406960964202881,5.31,0.92,0.53
4.417453050613403,5.08,0.52,0.77
4.427957057952881,4.76,0.19,0.92
4.43690299987793,4.32,-0.03,0.96
4.471699953079224,2.24,-0.17,0.99
4.471873044967651,2.24,-0.17,0.99
4.472025156021118,2.24,-0.17,0.99
4.476536989212036,1.38,-0.04,1.09
4.487200975418091,0.47,0.08,1.23
4.49726414680481,-0.43,0.14,1.37
4.506947994232178,-1.27,0.13,1.51
4.517322063446045,-2.04,0.06,1.61
4.527500867843628,-2.77,-0.09,1.66
4.537055015563965,-3.45,-0.36,1.64
4.5719640254974365,-4.75,-1.54,1.31
4.572150945663452,-4.75,-1.54,1.31
4.572301149368286,-4.75,-1.54,1.31
4.576504945755005,-4.86,-1.94,1.15
4.586359977722168,-4.82,-2.19,1.0
4.597023963928223,-4.69,-2.12,0.82
4.6066460609436035,-4.5,-1.7,0.48
4.617027997970581,-4.23,-1.03,-0.06
4.627303838729858,-3.8,-0.35,-0.64
4.636718034744263,-3.26,0.18,-1.06
4.67323899269104,-2.49,0.19,-1.17
4.673429012298584,-2.49,0.19,-1.17
4.673587083816528,-2.49,0.19,-1.17
4.675957918167114,-2.74,0.16,-1.28
4.686022043228149,-3.21,0.32,-1.52
4.697134971618652,-3.65,0.33,-1.73
4.706372976303101,-3.99,0.02,-1.68
4.71667218208313,-4.26,-0.49,-1.37
4.7272679805755615,-4.58,-0.95,-1.12
4.736541032791138,-4.97,-1.08,-1.15
4.767407178878784,-3.81,1.0,-1.7
4.76765513420105,-3.81,1.0,-1.7
4.767847061157227,-3.81,1.0,-1.7
4.775734186172485,-2.54,2.0,-1.7
4.785884141921997,-1.16,3.03,-1.58
4.796357870101929,0.12,3.91,-1.29
4.805994987487793,1.15,4.66,-0.89
4.8164589405059814,1.92,5.1,-0.38
4.8264360427856445,2.52,5.09,0.27
4.8359949588775635,3.01,4.84,0.95
4.870678186416626,4.16,3.01,2.96
4.870855093002319,4.16,3.01,2.96
4.871011018753052,4.16,3.01,2.96
4.87532114982605,4.4,2.32,3.41
4.886219024658203,4.51,1.67,3.71
4.896199941635132,4.49,1.05,3.82
4.905584096908569,4.33,0.44,3.73
4.9159018993377686,3.88,-0.11,3.47
4.926102876663208,3.06,-0.59,3.09
4.935734033584595,1.86,-0.95,2.66
4.9671971797943115,-2.44,-1.57,1.9
4.967382192611694,-2.44,-1.57,1.9
4.967549085617065,-2.44,-1.57,1.9
4.975177049636841,-3.31,-1.95,1.81
4.985295057296753,-3.78,-2.39,1.74
4.995787858963013,-3.9,-2.92,1.66
5.005101919174194,-3.79,-3.46,1.57
5.015723943710327,-3.55,-3.86,1.45
5.0260009765625,-3.21,-3.91,1.22
5.035291910171509,-2.74,-3.33,0.86
5.067250967025757,-0.75,0.68,-0.18
5.0674660205841064,-0.75,0.68,-0.18
5.067641019821167,-0.75,0.68,-0.18
5.074702024459839,-0.27,1.44,-0.22
5.084931135177612,-0.14,1.72,-0.2
5.095679044723511,-0.29,1.57,-0.31
5.105165004730225,-0.61,1.12,-0.64
5.115369081497192,-1.03,0.53,-1.17
5.126224040985107,-1.52,-0.08,-1.61
5.135526895523071,-1.95,-0.6,-1.76
5.166454076766968,-1.84,-0.5,-1.19
5.166638135910034,-1.84,-0.5,-1.19
5.166785001754761,-1.84,-0.5,-1.19
5.174410104751587,-1.84,0.23,-0.79
5.184589147567749,-1.92,0.84,-0.32
5.194903135299683,-1.75,0.97,-0.05
5.205165147781372,-1.33,0.76,-0.08
5.214953184127808,-0.9,0.57,-0.22
5.224973917007446,-0.47,0.51,-0.36
5.234619855880737,0.1,0.45,-0.56
5.267040967941284,2.23,0.41,-0.87
5.267216920852661,2.23,0.41,-0.87
5.267374038696289,2.23,0.41,-0.87
5.274118185043335,2.95,0.5,-0.76
5.284361124038696,3.68,0.61,-0.58
5.29485297203064,4.33,0.71,-0.32
5.304611921310425,4.87,0.78,0.03
5.314915895462036,5.27,0.87,0.43
5.324875116348267,5.56,0.97,0.84
5.3345091342926025,5.72,1.03,1.18
5.369084119796753,5.14,0.95,1.9
5.369261026382446,5.14,0.95,1.9
5.369428873062134,5.14,0.95,1.9
5.373780012130737,4.49,0.84,2.09
5.38460898399353,3.65,0.67,2.21
5.394629001617432,2.71,0.47,2.22
5.404356002807617,1.75,0.2,2.15
5.414587020874023,0.81,-0.13,2.01
5.4244959354400635,-0.08,-0.51,1.81
5.434302091598511,-0.93,-0.81,1.6
5.4673988819122314,-2.82,-0.43,1.13
5.4676079750061035,-2.82,-0.43,1.13
5.467788934707642,-2.82,-0.43,1.13
5.47350001335144,-3.23,0.22,1.01
5.483680963516235,-3.42,0.8,0.82
5.4943811893463135,-3.3,1.15,0.46
5.50396990776062,-2.89,1.13,-0.04
5.514465093612671,-2.44,0.94,-0.54
5.524186849594116,-2.2,0.7,-0.84
5.534219026565552,-2.17,0.33,-0.91
5.569579839706421,-1.9,-0.96,-0.73
5.5697619915008545,-1.9,-0.96,-0.73
5.569910049438477,-1.9,-0.96,-0.73
5.573196172714233,-1.93,-0.61,-0.77
5.5833518505096436,-2.18,0.01,-0.79
5.594150066375732,-2.43,0.44,-0.76
5.603870153427124,-2.47,0.49,-0.77
5.613911867141724,-2.28,0.31,-0.87
5.624428033828735,-1.99,0.13,-1.04
5.633906126022339,-1.74,0.03,-1.21
5.664276838302612,-1.32,0.19,-1.42
5.664453029632568,-1.32,0.19,-1.42
5.664602994918823,-1.32,0.19,-1.42
5.672978162765503,-1.15,0.25,-1.4
5.68305516242981,-0.94,0.3,-1.38
5.69327187538147,-0.66,0.36,-1.36
5.703619956970215,-0.28,0.39,-1.3
5.7133629322052,0.23,0.39,-1.16
5.723634958267212,0.85,0.35,-0.94
5.733277082443237,1.55,0.27,-0.66
5.7675909996032715,3.51,-0.11,0.4
5.767765998840332,3.51,-0.11,0.4
5.767910957336426,3.51,-0.11,0.4
5.772574186325073,3.96,-0.25,0.79
5.782789945602417,4.31,-0.39,1.12
5.7932820320129395,4.53,-0.54,1.35
5.8028199672698975,4.62,-0.66,1.46
5.813370943069458,4.55,-0.78,1.5
5.823818922042847,4.27,-0.87,1.51
5.832885026931763,3.8,-0.94,1.51
5.8668458461761475,1.56,-0.78,1.51
5.867020845413208,1.56,-0.78,1.51
5.867169141769409,1.56,-0.78,1.51
5.872247934341431,0.74,-0.69,1.56
5.883055925369263,-0.07,-0.63,1.59
5.893142938613892,-0.81,-0.56,1.54
5.902652978897095,-1.46,-0.48,1.49
5.912891149520874,-2.03,-0.44,1.48
5.923017978668213,-2.49,-0.47,1.46
5.932631015777588,-2.86,-0.47,1.45
5.964956998825073,-2.8,-0.41,1.21
5.9651758670806885,-2.8,-0.41,1.21
5.965322017669678,-2.8,-0.41,1.21
5.971961975097656,-2.35,-0.46,0.7
5.9821319580078125,-1.9,-0.35,0.06
5.9928059577941895,-1.51,-0.17,-0.3
6.002609014511108,-1.1,0.04,-0.26
6.01272988319397,-0.65,0.36,-0.06
6.02350115776062,-0.38,0.89,-0.08
6.0327160358428955,-0.47,1.45,-0.24
6.064462900161743,-1.86,1.12,-0.68
6.0646750926971436,-1.86,1.12,-0.68
6.064866065979004,-1.86,1.12,-0.68
6.071993112564087,-2.39,0.64,-1.06
6.0817601680755615,-2.83,0.46,-1.28
6.091860055923462,-2.97,0.46,-1.29
6.102464914321899,-2.8,0.5,-1.22
6.112075090408325,-2.28,0.41,-1.22
6.122230052947998,-1.63,0.37,-1.27
6.132191896438599,-1.03,0.51,-1.25
6.1441380977630615,-0.43,0.74,-1.13
6.165332078933716,0.9,1.09,-0.48
6.165547132492065,0.9,1.09,-0.48
6.171390056610107,1.53,1.13,-0.07
6.181282997131348,2.09,0.99,0.3
6.1924779415130615,2.55,0.72,0.58
6.201537847518921,2.9,0.41,0.76
6.211979150772095,3.13,0.13,0.84
6.222064971923828,3.24,-0.08,0.85
6.232124090194702,3.25,-0.2,0.83
6.264495134353638,2.48,0.05,1.02
6.264672040939331,2.48,0.05,1.02
6.264817953109741,2.48,0.05,1.02
6.271010160446167,2.0,0.22,1.2
6.281225919723511,1.47,0.39,1.37
6.292088031768799,0.91,0.52,1.5
6.301177024841309,0.33,0.56,1.58
6.3117170333862305,-0.22,0.48,1.61
6.321591138839722,-0.72,0.27,1.6
